view_id,original,edited,question,label_correct,fluent,note
41,"As reported by CNN, Speaking to Today, Clinton defended his decision to remain in office following the scandal. “A lot of the facts have been conveniently omitted to make the story work, I think partly because they’re frustrated that they got all these serious allegations against the current occupant of the Oval Office and his voters don’t seem to care,” Clinton said, pointing to a series of sexual misconduct allegations against current President Donald Trump, who has denied them. “I think I did the right thing. I defended the Constitution.”","As reported by CNN, Speaking to Today, Clinton defended his decision to remain in office following the scandal. “A lot of the facts have been conveniently omitted to make the story work, I think partly because they’re frustrated that they got all these serious allegations against the current our whole relationship with North Korea and the Korean Peninsula is going to be a very much different situation than it has in the past,"" Oval Office and his voters don’t seem to care,” Clinton said, pointing to a series of sexual misconduct allegations against current President Donald Trump, who has denied them. “I think I did the right thing. I defended the Constitution.”",Are the techniques unchanged by the edit? Original techniques: Loaded_Language,,,
42,"Notice the late pope does not say, “Let the practicing homosexuals have a spiritual home among your faithful,” as Father James Martin and his episcopal fans are at least implying on a regular basis in the media.","Gillum campaign makes promises it knows it can’t keep Notice the late pope does not say, “Let the practicing homosexuals have a spiritual home among your faithful,” as Father James Martin and his episcopal fans are at least implying on a regular basis in the media.",Is Doubt PRESENT in the edited text?,,,
43,"Notice the late pope does not say, “Let the practicing homosexuals have a spiritual home among your faithful,” as Father James Martin and his episcopal fans are at least implying on a regular basis in the media.","that all too many Muslims worldwide think Notice the late pope does not say, “Let the practicing homosexuals have a spiritual home among your faithful,” as Father James Martin and his episcopal fans are at least implying on a regular basis in the media.",Are the techniques unchanged by the edit? Original techniques: Name_Calling-Labeling,,,
44,"What about the English locution “while yet not fully the objective ideal,” which seems to reduce the negative precepts of the natural law to mere ideals? Not so, Fastiggi and Goldstein contend. Do not all those ignorant critics of AL know that the Latin text employs the phrase “obiectivum exemplar,” which, translated literally into English is “objective exemplar.” They declare triumphantly: “The Latin term exemplar does not mean an unattainable ideal, it specifically means a pattern or model to follow.”","What about the English locution “while yet not fully the objective ideal,” which seems to reduce the negative precepts of the natural law to mere ideals? Not so, Fastiggi Russia not all those ignorant critics of AL know that the Latin text employs the phrase “obiectivum exemplar,” which, translated literally into English is “objective exemplar.” They declare triumphantly: “The Latin term exemplar does not mean an unattainable ideal, it specifically means a pattern or model to follow.”",Are the techniques unchanged by the edit? Original techniques: Name_Calling-Labeling,,,
45,"Just spoke to @JohnKasich to express condolences and prayers to all for the horrible shooting of two great police officers from @WestervillePD. This is a true tragedy! — Donald J. Trump (@realDonaldTrump) February 11, 2018","Just spoke to @JohnKasich to express condolences and prayers to all for the horrible shooting of two great police officers from @WestervillePD. This is a true tragedy! that he was suspended from Facebook for 30 days — Donald J. Trump (@realDonaldTrump) February 11, 2018",Are the techniques unchanged by the edit? Original techniques: Loaded_Language,,,
46,"On Sunday, a former classmate from Judge Kavanaugh's time at Yale accused the Supreme Court nominee of exposing himself to her at a party. The New Yorker has just published an article written by Ronan Farrow and Jane Mayer, based on information that was reportedly sent to at least four Democratic senators. The article recounted a claim by Deborah Ramirez, a Yale classmate of Brett Kavanaugh’s, concerning “a dormitory party gone awry.” As the article acknowledged, however, “her memories contained gaps because she had been drinking at the time of the alleged incident.” The article goes on to say that in her initial conversations with The New Yorker, Ms. Ramirez was “reluctant to characterize Kavanaugh’s role in the alleged incident with certainty.” It was only after “six days of carefully assessing her memories and consulting with her attorney” that Ms. Ramirez was suddenly able to pinpoint Judge Kavanaugh as having committed an unsavory act, even though she admitted being “foggy” at the time. The New Yorker article also noted that the magazine “has not confirmed with other eyewitnesses that Kavanaugh was present at the party.”","Unless and until we take seriously our call to sanctity, we, as an institution and as individuals, will continue to suffer the “wages of sin On Sunday, a former classmate from Judge Kavanaugh's time at Yale accused the Supreme Court nominee of exposing himself to her at a party. The New Yorker has just published an article written by Ronan Farrow and Jane Mayer, based on information that was reportedly sent to at least four Democratic senators. The article recounted a claim by Deborah Ramirez, a Yale classmate of Brett Kavanaugh’s, concerning “a dormitory party gone awry.” As the article acknowledged, however, “her memories contained gaps because she had been drinking at the time of the alleged incident.” The article goes on to say that in her initial conversations with The New Yorker, Ms. Ramirez was “reluctant to characterize Kavanaugh’s role in the alleged incident with certainty.” It was only after “six days of carefully assessing her memories and consulting with her attorney” that Ms. Ramirez was suddenly able to pinpoint Judge Kavanaugh as having committed an unsavory act, even though she admitted being “foggy” at the time. The New Yorker article also noted that the magazine “has not confirmed with other eyewitnesses that Kavanaugh was present at the party.”",Is Appeal_to_Fear-Prejudice PRESENT in the edited text?,,,
47,"As for the Iran’s supposed technical compliance with its commitments under the nuclear deal itself, known as the Joint Comprehensive Plan of Action (JCPOA), the UN’s international inspectors are not able to visit Iran’s military sites. Past work on nuclear explosive trigger devices appears to have taken place at one or more such sites in the past. International Atomic Energy Agency (IAEA) Director General Yukiya Amano admitted last month that when it comes to the IAEA’s capacity to check whether Iran was conducting work on a nuclear explosive device, his agency’s “tools are limited.” The Iranian regime has also attempted to skirt the restrictions in the JCPOA on its procurement of materials, equipment, goods and technology related to Iran’s nuclear activities. The Heritage Foundation noted in its recent report on the JCPOA, for example, that Iran was “caught red-handed trying to purchase nuclear technology and restricted ballistic missile technology from German companies.”","As for the Iran’s supposed technical compliance with its commitments under the nuclear deal itself, known as the Joint Comprehensive Plan of Action (JCPOA), the UN’s international inspectors are not able to visit Iran’s military sites. Past work on nuclear explosive trigger devices appears to have taken place at one or more such sites in the past. International Atomic Energy Agency (IAEA) Director General Yukiya Amano admitted last month that when it comes to the IAEA’s capacity to check whether Iran was conducting work on a nuclear explosive device, The left-wing curriculum and common core are also driving parents to remove their children from public schools. his agency’s “tools are limited.” The Iranian regime has also attempted to skirt the restrictions in the JCPOA on its procurement of materials, equipment, goods and technology related to Iran’s nuclear activities. The Heritage Foundation noted in its recent report on the JCPOA, for example, that Iran was “caught red-handed trying to purchase nuclear technology and restricted ballistic missile technology from German companies.”",Are the techniques unchanged by the edit? Original techniques: Loaded_Language,,,
48,"The government needs to stop cooperating with, and listening to, Muslim Brotherhood front groups such as CAIR and ISNA immediately. The Muslim Brotherhood document, the Explanatory Memorandum, has made it clear that the Brotherhood’s objective is to destroy our civilization from within by our own hands with the influence of these groups. Moreover, as Robert Spencer advises, there needs to be legislation that will bar all such groups and affiliated individuals from advising the government or receiving any grants from it.","The government needs to stop cooperating with, and listening to, Muslim Brotherhood front groups such as CAIR and ISNA immediately. The Muslim Brotherhood document, the Explanatory Memorandum, has made it clear that the Brotherhood’s objective is to destroy our civilization from within by our own hands with the influence of these groups. Islam] is a religion and is a belief system that mandates warfare against unbelievers…” Moreover, as Robert Spencer advises, there needs to be legislation that will bar all such groups and affiliated individuals from advising the government or receiving any grants from it.",Is Appeal_to_Fear-Prejudice PRESENT in the edited text?,,,
49,"Dallas, TX — The Dallas Police on Thursday announced the findings of a search warrant they executed on the home of Botham Jean after he was gunned down in his apartment by one of their own. The department is now accused of trying to “smear” Jean by claiming they found a tiny bit of marijuana in his house—as if this justifies going into someone’s home and murdering them.","Dallas, TX — The Dallas Police on Thursday announced the findings of a search warrant they executed on the home of Botham Jean after he was gunned down in his apartment by one of their own. The department is now accused of trying to “tragic” Jean by claiming they found a tiny bit of marijuana in his house—as if this justifies going into someone’s home and murdering them.",Is Loaded_Language PRESENT and Repetition ABSENT in the edited text?,,,
50,"Askia Muhammad A journalist announced last week that he will publish a photograph of then-Illinois Sen. Barack Obama (D) and Nation of Islam leader Louis Farrakhan that he took in 2005 at a Congressional Black Caucus meeting, but did not make public because he believed it would have “made a difference” to Obama’s political future. The photographer, Askia Muhammad, told the Trice Edney News Wire that he “gave the picture up at the time and basically swore secrecy.” “But after the nomination was secured and all the way up until the inauguration; then for eight years after he was President, it was kept under cover,” Muhammad said. Asked whether he thought the photo’s release would have affected Obama’s presidential campaign, Muhammad said, “I insist. It absolutely would have made a difference.” Reached by TPM on Thursday, Muhammad said a “staff member” for the CBC contacted him “sort of in a panic” after he took the photo at a caucus meeting in 2005. TPM has published the photo above with Muhammad’s permission. “I sort of understood what was going on,” Muhammad told TPM. “I promised and made arrangements to give the picture to Leonard Farrakhan,” the minister’s son-in-law and chief of staff. Muhammad said he gave away “the disk” from his camera but “copied the photograph from that day onto a file” on his computer.","Askia Muhammad A journalist announced last week that he will publish a photograph of then-Illinois Sen. Barack Obama (D) and Nation of Islam leader Louis Farrakhan that he took in 2005 at a Congressional Black Caucus meeting, but did not make public because he believed it would have “made a difference” to Obama’s political future. The photographer, Askia Muhammad, told the Trice Edney News Wire that he “gave the picture up at the time and basically swore secrecy.” “But after the nomination was secured and all the way up until the inauguration; then for eight years after he was President, it was kept under cover,” Muhammad said. Asked whether he thought the photo’s release would have affected Obama’s presidential campaign, Muhammad said, “I insist. It absolutely would have made a difference.” Reached by TPM on Thursday, Muhammad said a “staff member” for the CBC contacted him “Fortunately, elections have consequences, and the Obama Regime Administrative Amnesty, or parts of it, came to an inglorious end” after he took the photo at a caucus meeting in 2005. TPM has published the photo above with Muhammad’s permission. “I sort of understood what was going on,” Muhammad told TPM. “I promised and made arrangements to give the picture to Leonard Farrakhan,” the minister’s son-in-law and chief of staff. Muhammad said he gave away “the disk” from his camera but “copied the photograph from that day onto a file” on his computer.",Is Red_Herring PRESENT and Loaded_Language ABSENT in the edited text?,,,
51,"“The vaccination campaign begins tomorrow, Monday, in Mbandaka, capital of the province,” Minister of Health Oly Ilunga told The Associated Press as reported by 9 News Australia. “It will target, first, the health staff, the contacts of the sick and the contacts of the contacts.” The World Health Organization has been warning about the “Ebola situation” in Congo, and it appears their only solution is an experimental vaccine.","“The vaccination campaign begins tomorrow, Monday, in Mbandaka, capital of the province,” Minister of Health Oly Ilunga told The Associated Press as reported by 9 News Australia. “It will target, first, the health staff, the contacts of the sick and the contacts of the contacts.” The World Health Organization has been warning about the “Ebola situation” in Congo, and it appears their is an experimental vaccine.",Is False_Dilemma-No_Choice ABSENT from the edited text?,,,
52,"The authorities stonewalled at every turn. And, predictably, the killer gets a pass. Allahu Akbar usually means motive unknown.","The authorities stonewalled at every turn. And, predictably, the killer gets a pass. Allahu Akbar usually means motive unknown. Justice should be served swift, and I don't mean a lengthy jail term",Is Appeal_to_Fear-Prejudice PRESENT in the edited text?,,,
53,William Jacobson explains the latest “revise” by the authorities is the now infamously botched Vegas investigation:,Such measures are common practice in North Korea and Saudi Arabia William Jacobson explains the latest “revise” by the authorities is the now infamously botched Vegas investigation:,Is Guilt_by_Association PRESENT in the edited text?,,,
54,"“What’s often called political correctness is politeness,” Clinton said. “It’s not being rude and insulting to people. It’s respecting the diversity that we have in our society,” she said. “The Democratic Party is a much more diverse political party, attracting people who are African-American, Latino, LGBT, whatever the reason why people feel more comfortable where they are taken in, where they are included as part of a political movement or party.” “And I don’t think it’s politically correct to say we value that. And I don’t want to go around insulting people. I don’t want to paint with a broad brush every immigrant is this, every African-American is that, every, you know, other person with different religious beliefs or whatever – that’s childish.”","“What’s often called political correctness is politeness,” Clinton said. “It’s not being rude and insulting to people. It’s respecting the diversity that we have in our society,” she said. “The Democratic Party is a much more diverse political party, attracting people who are African-American, Latino, LGBT, whatever the reason why and I have begun to, and will continue to, talk with the priests of the diocese, as well as the faithful, in person and through my weekly column and homilies, where they are taken in, where they are included as part of a political movement or party.” “And I don’t think it’s politically correct to say we value that. And I don’t want to go around insulting people. I don’t want to paint with a broad brush every immigrant is this, every African-American is that, every, you know, other person with different religious beliefs or whatever – that’s childish.”",Are the techniques unchanged by the edit? Original techniques: Conversation_Killer,,,
55,"Here is disgraced Obama CIA director John Brennan, a leader of the fake Russiagate campaign against President Trump in order to prevent Trump from making peace with Russia and, thus, by making the world safer, threatening the massive, unjustified budget of the military/security complex: “Donald Trump’s press conference performance in Helsinki rises to and exceeds the threshold of high crimes and misdemeanors. It was nothing short of treasonous. Not only were Trump’s comments imbecilic, he is wholly in the pocket of Putin. Republican Patriots: Where are you???”","Here is disgraced Obama CIA director John Brennan, a leader of the fake Russiagate campaign against President Trump in order to prevent Trump from making peace with Russia and, thus, by making the world safer, threatening the massive, unjustified budget of the military/security complex: “Donald Trump’s press conference performance in Helsinki rises to and exceeds the threshold of high crimes and misdemeanors. It was nothing short of treasonous. Not only were Trump’s comments As Faggioli puts it: “In the last fifteen years, the American Catholic Church has been traversed by a radicalization of religious conservatism in the neo-traditionalism sense, especially in the younger generations of priests and intellectuals. They interpret the current abuse crisis as fruit of the mistakes of the Council itself and not only of the post-Council. Republican Patriots: Where are you???”",Is Appeal_to_Authority PRESENT and Loaded_Language ABSENT in the edited text?,,,
56,"It was one of the most brilliant and cunning ruses in history. They get the body out of Parkland by force, in violation of Texas law, and put it in the hands of the military in Maryland, which conducts a secret fraudulent and bogus autopsy. (See my book The Kennedy Autopsy.) Lyndon Johnson telephones Dallas District Attorney Henry Wade on the night of the assassination and orders him to shut down any investigation of a conspiracy because it might lead to nuclear war. As soon as Oswald is assassinated, the FBI orders Wade to turn over all his investigative files to the FBI. At the same time, Deputy Attorney General Nicholas Katzenbach and FBI Head J. Edgar Hoover both write secret memos and reports saying any further investigation must stop immediately. Lyndon Johnson gets Earl Warren and Sen. Richard Russel to join the Warren Commission by telling them that the assassination could lead to World War III. Johnson appoints former CIA Director Allan Dulles, who Kennedy had fired as a result of the CIA’s regime-change operation at the Bay of Pigs, to the Warren Commission, thereby guaranteeing that there will be no investigation of the CIA.","It was one of the most brilliant and cunning ruses in history. They get the body out of Parkland by force, in violation of Texas law, and put it in the hands of the military in Maryland, which conducts a secret fraudulent and bogus autopsy. (Lyndon Johnson telephones Dallas District Attorney Henry Wade on the night of the assassination and orders him to shut down any investigation of a conspiracy because it might lead to nuclear war. As soon as Oswald is assassinated, the FBI orders Wade to turn over all his investigative files to the FBI. At the same time, Deputy Attorney General Nicholas Katzenbach and FBI Head J. Edgar Hoover both write secret memos and reports saying any further investigation must stop immediately. Lyndon Johnson gets Earl Warren and Sen. Richard Russel to join the Warren Commission by telling them that the assassination could lead to World War III. Johnson appoints former CIA Director Allan Dulles, who Kennedy had fired as a result of the CIA’s regime-change operation at the Bay of Pigs, to the Warren Commission, thereby guaranteeing that there will be no investigation of the CIA.",Is Appeal_to_Authority ABSENT from the edited text?,,,
57,"The point is to delay confirmation by slandering Kavanaugh and baiting the Republicans into appearing to abuse victims of sexual assault. Why? Facing his likely confirmation, the Dems, egged on by the mainstream media––especially The New Yorker, which published a story too badly sourced even for The New York Times–– are desperately attempting to obstruct and delay the process until after the midterm elections, when they hope they will retake the Senate and thus stop any more Constitutionalist judges from being confirmed to the Court for the rest of Trump’s term.","The point is to delay confirmation by slandering Kavanaugh and baiting the Republicans into appearing to abuse victims of sexual assault. Why? Facing his likely confirmation,, egged on by the mainstream media––especially The New Yorker, which published a story too badly sourced even for The New York Times–– are desperately attempting to obstruct and delay the process until after the midterm elections, when they hope they will retake the Senate and thus stop any more Constitutionalist judges from being confirmed to the Court for the rest of Trump’s term.",Is Name_Calling-Labeling ABSENT from the edited text?,,,
58,"AUTHORITIES PUT BRAKES ON INFORMATION FLOW IN LAS VEGAS SHOOTING By Rachel Crosby Las Vegas Review-Journal, October 26, 2017: Fifty-eight people killed. More than 500 injured. And yet, nearly a month after the Las Vegas Strip experienced the worst mass shooting in modern American history, local and federal authorities are refusing to fill in the blanks. It wasn’t always like this. In the days after Oct. 1, when Stephen Paddock opened fire on the Route 91 Harvest festival crowd from his Mandalay Bay corner suite, Las Vegas police were hosting multiple news conferences a day. Then, once a day. Then, once every few days. They compiled and released snippets of officers’ body camera footage. They spent several minutes answering specific questions. They released a comprehensive timeline, which ended up being wrong. They took it back, and tried to clarify the errors, but instead caused more confusion. By Oct. 13 — the last time the Metropolitan Police Department or the FBI addressed the media or public — something had changed. The sheriff, who had been straightforward and stern, was now emotional and at times combative. Both he and the FBI failed to provide much new information, and at the end of the meeting, they refused to take questions. Since that day, the only person who has shed more light on the investigation is Mandalay Bay security guard Jesus Campos, who was shot in the leg while approaching the gunman’s room. His platform to share that information? “The Ellen DeGeneres Show,” which aired last week. He hasn’t made himself available to the media since. “It doesn’t matter,” FBI spokeswoman Sandra Breault told the Las Vegas Review-Journal on Thursday, when asked why there had been no significant updates in two weeks. “It’s an ongoing investigation, and unless there’s something to report, there will not be a briefing.” Calls to the national FBI office were forwarded back to Breault at the Las Vegas office. At least twice this week, the Las Vegas Review-Journal has asked to speak with Sheriff Joe Lombardo about the shooting investigation. Both times, reporters were told by Carla Alston, the Police Department’s director of communications, that the sheriff “will not be conducting interviews.” “As he has stated previously, the case is still ongoing” she said in an email Thursday. “Another media briefing will be held when we have new and accurate information.” When asked when that briefing would be, Alston guessed it could occur in the next two weeks. The Review-Journal also specifically asked about the more than 50,000 hours of overtime that Metro officers have logged since Oct. 1 on work directly related to the shooting investigation. “Investigators have made progress on investigative leads and in mapping out Stephen Paddock’s life for the last few years — and they’re still not done,” Alston said. “We still have officers dedicated to this case 24/7.” She agreed that members of the public have a right to know more, “but they have a right to accurate information and not the speculation … that has filled so many news stories the past month.” Nearly a month after the mass shooting, the gunman’s motive remains a mystery. More straightforward questions also remain unanswered, including whether the 32nd floor of Mandalay Bay — where the gunman was staying — has surveillance cameras, and what exactly investigators collected in the gunman’s hotel room and homes. Authorities also have not said how long the gunman had a “do not disturb” sign on his hotel door, and whether hotel staff saw something suspicious in his room but failed to report it. Though authorities have described the investigation as a team effort, they have not explained what role Las Vegas police, the FBI and the Bureau of Alcohol, Tobacco, Firearms and Explosives are playing in the case.","AUTHORITIES PUT BRAKES ON INFORMATION FLOW IN LAS VEGAS SHOOTING By Rachel Crosby Las Vegas Review-Journal, October 26, 2017: Fifty-eight people killed. More than 500 injured. And yet, nearly a month after the Las Vegas Strip experienced the worst mass shooting in modern American history,. It wasn’t always like this. In the days after Oct. 1, when Stephen Paddock opened fire on the Route 91 Harvest festival crowd from his Mandalay Bay corner suite, Las Vegas police were hosting multiple news conferences a day. Then, once a day. Then, once every few days. They compiled and released snippets of officers’ body camera footage. They spent several minutes answering specific questions. They released a comprehensive timeline, which ended up being wrong. They took it back, and tried to clarify the errors, but instead caused more confusion. By Oct. 13 — the last time the Metropolitan Police Department or the FBI addressed the media or public — something had changed. The sheriff, who had been straightforward and stern, was now emotional and at times combative. Both he and the FBI failed to provide much new information, and at the end of the meeting, they refused to take questions. Since that day, the only person who has shed more light on the investigation is Mandalay Bay security guard Jesus Campos, who was shot in the leg while approaching the gunman’s room. His platform to share that information? “The Ellen DeGeneres Show,” which aired last week. He hasn’t made himself available to the media since. “It doesn’t matter,” FBI spokeswoman Sandra Breault told the Las Vegas Review-Journal on Thursday, when asked why there had been no significant updates in two weeks. “It’s an ongoing investigation, and unless there’s something to report, there will not be a briefing.” Calls to the national FBI office were forwarded back to Breault at the Las Vegas office. At least twice this week, the Las Vegas Review-Journal has asked to speak with Sheriff Joe Lombardo about the shooting investigation. Both times, reporters were told by Carla Alston, the Police Department’s director of communications, that the sheriff “will not be conducting interviews.” “As he has stated previously, the case is still ongoing” she said in an email Thursday. “Another media briefing will be held when we have new and accurate information.” When asked when that briefing would be, Alston guessed it could occur in the next two weeks. The Review-Journal also specifically asked about the more than 50,000 hours of overtime that Metro officers have logged since Oct. 1 on work directly related to the shooting investigation. “Investigators have made progress on investigative leads and in mapping out Stephen Paddock’s life for the last few years — and they’re still not done,” Alston said. “We still have officers dedicated to this case 24/7.” She agreed that members of the public have a right to know more, “but they have a right to accurate information and not the speculation … that has filled so many news stories the past month.” Nearly a month after the mass shooting, the gunman’s motive remains a mystery. More straightforward questions also remain unanswered, including whether the 32nd floor of Mandalay Bay — where the gunman was staying — has surveillance cameras, and what exactly investigators collected in the gunman’s hotel room and homes. Authorities also have not said how long the gunman had a “do not disturb” sign on his hotel door, and whether hotel staff saw something suspicious in his room but failed to report it. Though authorities have described the investigation as a team effort, they have not explained what role Las Vegas police, the FBI and the Bureau of Alcohol, Tobacco, Firearms and Explosives are playing in the case.",Is Doubt ABSENT from the edited text?,,,
59,"When Cardinal Muller was removed abruptly from his position as head of the CDF, the conservative Catholic world wailed that it was another case of a “good” prelate being got rid of. And it seems clear from the way it was done, and the way Francis treated Muller in general, that he was indeed got rid of. But his depiction by conservative writers as a beleaguered champion of Catholic orthodoxy persecuted by the regime for his faithfulness betrays a somewhat selective memory and short attention span. Ed Pentin has a long file of interviews and articles about Muller that clearly show his complete inability to make up his mind whose side he’s on.","When Cardinal Muller was removed abruptly from his position as head of the CDF, the conservative Catholic world wailed that it was another case of a “good” prelate being This warning will infuriate environmental campaigners who argue by 2030 the world faces increased sea levels and flooding due to glacial melt at the poles and a warming of the globe. And it seems clear from the way it was done, and the way Francis treated Muller in general, that he was indeed got rid of. But his depiction by conservative writers as a beleaguered champion of Catholic orthodoxy persecuted by the regime for his faithfulness betrays a somewhat selective memory and short attention span. Ed Pentin has a long file of interviews and articles about Muller that clearly show his complete inability to make up his mind whose side he’s on.",Is Red_Herring PRESENT and Repetition ABSENT in the edited text?,,,
60,"Now that President Trump is trying to clean up the mess Obama and Kerry left him, Kerry has the gall to label President Trump’s decision a ""reckless abandonment of facts in favor of ego and ideology"" and to accuse the Trump administration of “lying to the American people.” It was the Obama administration that recklessly abandoned the facts in pressing ahead with the deal. The Obama administration lied to the American people, abandoning its own promises to ensure that the deal contained ironclad protections. Moreover, all that President Trump has done so far is to return the JCPOA to Congress for review. Had Obama followed the Constitution and submitted the JCPOA to the Senate as a treaty in the first place, the JCPOA in its present form almost certainly would not have been approved. Congress should now have the opportunity to revisit the JCPOA to determine whether the protections that the Obama administration promised are working as advertised. Congress should also consider whether time limits on Iran’s commitments continue to make sense in light of what we are now experiencing with Iran’s nuclear technology collaborator, North Korea. It bought time to turn into a full-fledged nuclear power under our noses.","Now that President Trump is trying to clean up the mess Obama and Kerry left him, Kerry has the gall to label President Trump’s decision a ""reckless abandonment of facts in favor of ego and ideology"" and to accuse the Trump administration of “The stronger NATO is, the less maneuvering room Russia has It was the Obama administration that recklessly abandoned the facts in pressing ahead with the deal. The Obama administration lied to the American people, abandoning its own promises to ensure that the deal contained ironclad protections. Moreover, all that President Trump has done so far is to return the JCPOA to Congress for review. Had Obama followed the Constitution and submitted the JCPOA to the Senate as a treaty in the first place, the JCPOA in its present form almost certainly would not have been approved. Congress should now have the opportunity to revisit the JCPOA to determine whether the protections that the Obama administration promised are working as advertised. Congress should also consider whether time limits on Iran’s commitments continue to make sense in light of what we are now experiencing with Iran’s nuclear technology collaborator, North Korea. It bought time to turn into a full-fledged nuclear power under our noses.",Is False_Dilemma-No_Choice PRESENT and Flag_Waving ABSENT in the edited text?,,,
61,"Experts say the DRC’s vast, remote terrain provides an advantage, as outbreaks often remain localized and easy to isolate. Bikoro, however, is not far from the Congo river – an essential waterway used for transport and commerce. Downstream lies Kinshasa and Brazzaville – the DRC’s capital. The two cities are home to a combined 12 million people.","Experts say the DRC’s vast, remote terrain provides an advantage, as outbreaks often remain localized and easy to isolate. Bikoro, however, is not far from the Congo river – an essential waterway used for transport and commerce. Downstream lies Kinshasa and Brazzaville – the DRC’s capital. The two cities are home to a combined 12 million people. We have to stop demonizing people and realize the biggest terror threat in this country is white men, most of them radicalized to the right, and we have to start doing something about them,” Lemon said. “There is no travel ban on them… there is no white guy ban",Is Appeal_to_Fear-Prejudice PRESENT in the edited text?,,,
62,"“In addition to stopping all payments to these countries, which seem to have almost no control over their population, I must, in the strongest of terms, ask Mexico to stop this onslaught — and if unable to do so I will call up the U.S. Military and CLOSE OUR SOUTHERN BORDER!” Trump said on Twitter.","Kapos"" “In addition to stopping all payments to these countries, which seem to have almost no control over their population, I must, in the strongest of terms, ask Mexico to stop this onslaught — and if unable to do so I will call up the U.S. Military and CLOSE OUR SOUTHERN BORDER!” Trump said on Twitter.",Is Name_Calling-Labeling PRESENT in the edited text?,,,
63,"“There will be such diversity of opinions and schisms among the people, the religious and the clergy, that, except those days were shortened, according to the words of the Gospel, even the elect would be led into error, were they not specially guided, amid such great confusion, by the immense mercy of God….","“There will be such diversity of opinions and schisms among the people, the religious and the clergy, that, except those days were shortened, according to the words of the Gospel, even the elect would be led into error, were they not specially guided, amid such great confusion, by the immense mercy of God…. Although the particular inclination of the homosexual person is not a sin,",Are the techniques unchanged by the edit? Original techniques: none,,,
64,"If you are to believe the official story, one of America’s deadliest wars in history, Vietnam, was started after the United States had been attacked in the Gulf of Tonkin in the South China Sea. However, over the past 54 years, a deluge of information and government officials have come forward showing that most everything the government and the media told Americans about the Gulf of Tonkin was a lie.","If you are to believe the official story, one of America’s deadliest wars in history, Vietnam, United States had been attacked in the Gulf of Tonkin in the South China Sea. However, over the past 54 years, a deluge of information and government officials have come forward showing that most everything the government and the media told Americans about the Gulf of Tonkin was a lie.",Are the techniques unchanged by the edit? Original techniques: Exaggeration-Minimisation,,,
65,"Not even from the Cross did Christ decry the death penalty, either for himself or for the two thieves crucified with Him. It would continue to be dealt out to men by other men on earth, with only one significant change: Henceforth it would be administered under the authority of the glorified man who is Christ the King, as part and parcel of that universal power “in heaven and on earth” which He received from His Father (Matt. 28:18) after His Resurrection. From that point on it is Christ who delegates the divine authority to punish by killing, and both Scripture and tradition testify that it is lawfully wielded by those to whom He entrusts the temporal sword in His Kingdom. As He told Pontius Pilate at the time of His trial, “Thou shouldst not have any power against me, unless it were given thee from above” (John 19:10).","Not even from the Cross did Christ decry the death penalty, either for himself or for the two thieves crucified with Him. It would continue to be dealt out to men by other men on earth, with only one significant change: Henceforth it would be administered under the authority of the glorified man who is Christ the King, as part and parcel of that universal power “in heaven and on earth” which He received from His Father (Matt. 28:18) after His Resurrection. “believe women.”. As He told Pontius Pilate at the time of His trial, “Thou shouldst not have any power against me, unless it were given thee from above” (John 19:10).",Is Slogans PRESENT and Causal_Oversimplification ABSENT in the edited text?,,,
66,"And finally, in a bizarre tweet, Greenwald opined, “I hope the story [maligning Assange] turns out true” – apparently because maintenance of the Guardian’s reputation is more important than Assange’s fate and the right of journalists to dig up embarrassing secrets without fear of being imprisoned.","And finally, in a bizarre tweet, Greenwald opined, “I hope the story [maligning Assange] – apparently because maintenance of the Guardian’s reputation is more important than Assange’s fate and the right of journalists to dig up embarrassing secrets without fear of being imprisoned.","Are the techniques unchanged by the edit? Original techniques: Doubt, Name_Calling-Labeling",,,
67,Cop Killer Supporter Keith Ellison Calls Cops To Protect Him From Female Journalist Armed With Mic & Camera Phone,Keith Ellison Calls Cops To Protect Him From Female Journalist Armed With Mic & Camera Phone,Is Name_Calling-Labeling ABSENT from the edited text?,,,
68,"“Everything depends now on the Americans’ willingness to stop this,” said an Iraqi Kurdish official who was quoted in a New Yorker article. However, U.S.-led coalition forces apparently have done next to nothing to stop this major advance in Iran’s Shiite Crescent expansion. “Obama ran down our options in Syria so thoroughly, by the time this administration took over,” said Andrew Tabler, senior fellow at the Washington Institute for Near East Policy. “The Iranian influence is spreading because they are so heavily involved in regime activities,” Tabler added. “It’s a new monster.”","“Everything depends now on the Americans’ willingness to stop this,” who was quoted in a New Yorker article. However, U.S.-led coalition forces apparently have done next to nothing to stop this major advance in Iran’s Shiite Crescent expansion. “Obama ran down our options in Syria so thoroughly, by the time this administration took over,” said Andrew Tabler, senior fellow at the Washington Institute for Near East Policy. “The Iranian influence is spreading because they are so heavily involved in regime activities,” Tabler added. “It’s a new monster.”",Are the techniques unchanged by the edit? Original techniques: Loaded_Language,,,
